dates,AD,CD,SF,EC,BP,JY,ND,SP,ER,FT,DA,CF,IB,EO,SW,II,PT,NK,XP,HI,TU,FV,TY,US,BZ,BL,BN,BX,GL,CB,JB,CL,CO,HO,NG,XB,HG,GC,PA,JA,SV,FC,LC,LH,CN,OA,BO,SM,SY,WC,CC,KC,CT,LB,JO,SB
11-Aug-89,0.4342,0.7425,0.8034,0.996284,1.0681,1.2866,480.971208,532.04,312.215703,4086.991923,3470.354398,2568.674149,4737.666365,287.757964,2686.481332,,342.151182,50604.92676,,3874.850835,,59.133154,48.588793,45.477937,,,,,,,,20.11,,0.3765,,0.109203,,842.3,,,1396.4,98.51,112.584,294.293,2082.11,1554.02,63.44,68.4,678.68,5237.43,10494,827.14,209.77,2100.5,362.66,11.14
14-Aug-89,0.4349,0.7391,0.8001,0.992232,1.065,1.285,477.482006,531.43,310.57735,4036.554074,3416.970674,2567.852173,4746.006209,285.437002,2651.913339,,341.702274,50528.46729,,3913.643551,,58.725083,48.022026,44.994907,,,,,,,,20.15,,0.3761,,0.110483,,846.4,,,1397,98.48,112.104,296.137,2048.99,1493.73,60.38,66.9,654.01,5227.9,10446,830.85,205.7,2101.7,368.9,10.53
15-Aug-89,0.4323,0.7399,0.8053,0.998513,1.0675,1.287,479.685391,534.5,310.707773,4035.783021,3392.75769,2567.030461,4744.487487,285.868795,2621.669126,,342.680466,50714.97097,,3909.130297,,58.836376,48.159888,45.199829,,,,,,,,20.23,,0.378,,0.11068,,856.2,,,1409,97.387,111.468,295.953,2101.98,1532.1,61.6,68.4,671.22,5266.01,10188,843.55,206.06,2103.9,375.14,10.39
16-Aug-89,0.4326,0.741,0.806,0.996487,1.0692,1.2844,477.309789,533.5,310.679035,4068.496105,3407.604699,2565.942242,4751.092165,288.314672,2648.639466,,343.884133,51097.14037,,3904.486174,,59.142429,48.450931,45.507211,,,,,,,,20.45,,0.3847,,0.112453,,849.8,,,1393.5,97.742,110.846,300.01,2108.61,1518.39,60.94,67.4,657.45,5253.31,9986,838.79,208.68,2079.1,367.75,10.55
17-Aug-89,0.4332,0.7385,0.7948,0.984532,1.0554,1.2706,480.000427,533.04,310.208626,4091.822306,3395.996435,2561.949013,4765.797444,288.493493,2649.511518,,341.939499,51089.46953,,3875.211063,,58.966216,48.282432,45.287652,,,,,,,,20.34,,0.3832,,0.111074,,849.6,,,1409,97.742,111.808,302.038,2104.19,1499.21,60.88,67.8,659.74,5234.25,9728,838.79,209.18,2067.8,368.32,10.58
18-Aug-89,0.4346,0.7415,0.7978,0.988179,1.0591,1.2782,481.112616,534.58,310.621517,4116.693651,3394.069421,2545.442012,4772.555173,287.897898,2645.655308,,340.282912,51033.85391,,3809.082556,,58.966216,48.343704,45.40475,,,,,,,,20.38,,0.3836,,0.111665,,848,,,1406.3,98.008,111.734,302.407,2093.15,1512.91,61.21,67.8,662.04,5170.73,9502,837.2,210.91,2062.1,369.02,10.34
21-Aug-89,0.4361,0.7429,0.7983,0.988179,1.0644,1.2764,475.342128,524.35,308.244627,4114.683,3451.655874,2545.77768,4791.143294,287.496162,2652.112391,,337.869657,51130.59966,,3742.122943,,58.762181,48.129252,45.214466,,,,,,,,20.62,,0.39,,0.112256,,849.4,,,1403.1,97.387,111.401,300.194,2084.32,1523.87,62.19,69.3,675.81,5151.67,9042,858.89,213.95,2067.8,375.03,10.32
22-Aug-89,0.4394,0.744,0.805,0.997702,1.075,1.2835,477.830931,527.81,307.845951,4106.608705,3445.405114,2533.254277,4796.568027,284.889394,2670.161358,,335.789737,51075.70894,,3762.841762,,58.595243,47.899481,44.921721,,,,,,,,20.67,,0.3893,,0.113043,,849.4,,,1401,97.387,111.216,299.825,2117.44,1543.06,64.65,69.8,684.99,5145.32,9172,872.12,214.87,2068.9,374.91,10.78
23-Aug-89,0.4392,0.742,0.7999,0.990611,1.0643,1.2749,482.359162,532.5,309.847031,4125.387665,3413.865611,2546.251319,4789.20175,280.389135,2706.374591,,336.460331,50737.80652,,3728.840235,,58.69726,48.037344,45.170554,,,,,,,,20.79,,0.39,,0.113437,,843.5,,,1384.9,97.505,111.29,305.91,2097.57,1523.87,63.83,69.9,679.25,5154.85,9236,897.53,214.51,2063.2,371.56,10.92
24-Aug-89,0.4375,0.7436,0.7991,0.988787,1.0659,1.2746,488.658737,542.5,312.111374,4142.595768,3424.737455,2585.417008,4828.565666,281.633308,2711.51763,,340.371867,50566.3759,,3694.653131,,58.790004,48.14457,45.331564,,,,,,,,20.58,,0.3874,,0.113733,,840.5,,,1384.9,97.21,111.357,307.017,2079.9,1507.43,63.21,69.6,675.81,5167.55,9115,852.02,214.9,2071.2,372.48,10.74
25-Aug-89,0.4355,0.7444,0.7962,0.986153,1.0613,1.268,489.433567,541.88,312.170191,4148.713688,3450.18689,2613.308281,4843.589646,280.287015,2723.52243,,339.735324,50482.42696,,3719.638616,,58.743632,48.14457,45.185192,,,,,,,,20.47,,0.3859,,0.112059,,831.7,,,1368.7,96.796,111.142,304.251,2066.66,1479.66,61.99,68.6,660.89,5126.26,8752,855.19,214.04,2070,369.25,10.7
28-Aug-89,0.4362,0.7458,0.7954,0.984735,1.0602,1.2622,490.695468,543.04,312.035043,4147.3861,3430.782247,2595.596428,4891.970833,271.735391,2730.371934,,339.453103,50273.70077,,3718.448332,,58.595243,47.930117,44.994907,,,,,,,,20.62,,0.3878,,0.113339,,830.1,,,1363.5,96.442,110.802,299.825,2060.03,1479.66,61.93,68,659.74,5097.68,8776,882.18,212.7,2054.1,367.43,10.15
29-Aug-89,0.4411,0.7431,0.8057,0.997297,1.0739,1.2728,487.968199,538.89,311.529905,4117.341739,3432.629606,2596.459853,4891.378556,271.184921,2710.916478,,341.97224,50374.17671,,3674.648407,,58.613791,47.99139,45.068094,,,,,,,,20.62,,0.3915,,0.11452,,837.6,,,1363.5,96.914,110.365,307.201,2066.66,1474.6,62.29,68.7,664.33,5062.74,9010,908.11,208.01,2054.1,366,10.21
30-Aug-89,0.4395,0.7419,0.7989,0.989192,1.0679,1.2635,490.248567,541.12,312.451914,4116.888887,3407.332291,2601.955022,4861.181804,273.627348,2656.465088,,343.981691,50044.3915,,3699.260666,,58.650889,48.06798,45.126643,,,,,,,,20.83,,0.3993,,0.116096,,833.7,,,1360.9,96.737,109.995,300.747,2062.24,1459.45,61.86,68.4,663.76,5062.74,9196,904.94,210.21,2061,375.1,10.26
31-Aug-89,0.4384,0.7406,0.7925,0.982303,1.0629,1.2551,491.420275,540.96,313.707889,4126.981832,3431.743548,2623.80211,4851.591635,274.736436,2684.755143,,343.791881,49969.6393,,3702.757455,,58.623097,48.037373,45.068094,,,,,,,,20.83,,0.403,,0.116785,,828.7,,,1349.1,96.767,109.293,298.535,2088.74,1484.71,62.78,69.4,674.66,5069.09,9268,907.05,207.59,2071.2,380.56,10.35
01-Sep-89,0.4365,0.7399,0.7877,0.976427,1.0545,1.2506,494.605564,543.96,314.50532,4159.535667,3453.153556,2635.942196,4890.363732,273.182128,2679.326468,,344.323018,49833.22101,,3702.074427,,58.938075,48.343441,45.434025,,,,,,,,20.85,,0.3993,,0.116391,,830.3,,,1357,96.442,108.96,295.953,2066.66,1467.03,62.58,68.7,665.48,5107.2,9180,917.64,203.58,2070,377.05,10.29
05-Sep-89,0.4361,0.7405,0.7838,0.971159,1.0423,1.2398,494.44392,543.42,314.497592,4188.826982,3513.488791,2649.938571,4928.026566,275.552573,2707.580479,,342.429833,49937.27499,,3793.374413,,58.78985,48.190407,45.390113,,,,,,,,21.07,,0.4056,,0.117376,,828.1,,,1353.1,95.851,107.48,289.868,2057.83,1461.98,62.29,68.5,660.89,5170.73,8575,884.3,206.36,2070,379.65,10.34
06-Sep-89,0.4382,0.7408,0.787,0.976427,1.0511,1.2449,490.061761,538.04,313.183423,4126.708854,3503.953404,2642.061984,4900.777655,276.79445,2711.421896,,339.860257,49673.88466,,3799.843399,,58.808378,48.236317,45.492574,,,,,,,,21.32,,0.4115,,0.120133,,833.3,,,1363.5,96.235,107.037,291.712,2101.98,1474.6,62.85,68.7,668.35,5161.2,8655,895.41,202.71,2056.4,376.53,10.26
07-Sep-89,0.4404,0.7371,0.7863,0.973996,1.0504,1.24,488.865878,535.91,313.610656,4168.712881,3519.219886,2666.94722,4918.345133,280.559879,2697.861387,,339.021181,49485.86914,,3806.794336,,58.817642,48.20571,45.536486,,,,,,,,21.47,,0.4115,,0.121512,,830.1,,,1366.9,97.033,107.333,292.818,2097.57,1482.18,64.22,69.6,676.95,5151.67,8704,908.11,205.61,2073.5,372.89,10.52
08-Sep-89,0.4404,0.7363,0.781,0.969943,1.0446,1.2391,491.936133,535.84,314.793358,4181.183149,3553.303303,2665.437467,4975.041213,281.105809,2684.309297,,338.950756,49416.78419,,3860.795577,,58.919547,48.312834,45.72677,,,,,,,,21.84,,0.4212,,0.124564,,827.8,,,1349.1,96.235,106.667,289.13,2108.61,1499.86,64.45,70.6,681.54,5138.97,8720,928.75,204.5,2085.9,370.94,10.49
11-Sep-89,0.4397,0.7362,0.7828,0.969943,1.048,1.2378,492.441521,536.6,313.163989,4139.653097,3518.55412,2653.584052,4988.72119,277.645744,2673.331068,,335.300258,49397.85654,,3850.676534,,59.067772,48.374048,45.756044,,,,,,,,21.85,,0.416,,0.124564,,826.9,,,1348.6,96.205,106.038,286.18,2104.19,1489.76,63.93,71,679.25,5138.97,8881,914.99,204.11,2097.3,371.59,10.38
12-Sep-89,0.4414,0.7364,0.7839,0.971159,1.0515,1.2384,495.28771,537.58,314.082539,4133.155135,3483.076887,2650.306647,4971.245802,277.576149,2636.855884,,335.134178,49699.488,,3842.890539,,59.114093,48.404655,45.668221,,,,,,,,21.79,,0.4108,,0.12417,,827.4,,,1352.3,97.092,106.445,289.499,2071.07,1459.45,63.5,70.9,672.37,5126.26,8986,846.72,202.93,2098.4,373.93,10.78
13-Sep-89,0.4476,0.7388,0.7913,0.979872,1.0585,1.244,495.791603,530.82,313.876677,4138.555626,3447.172237,2652.137148,4975.786745,276.525055,2606.243664,,334.42891,49617.08247,,3815.144921,,59.086301,48.251621,45.346201,,,,,,,,21.96,,0.4115,,0.12614,,827.8,,,1351,97.505,106.815,293.187,2022.5,1416.53,62.09,69.3,658.6,5005.57,8768,847.25,207.84,2095,374.32,10.87
14-Sep-89,0.447,0.738,0.7882,0.976427,1.0548,1.2389,490.754936,529.08,311.582031,4103.626526,3451.701426,2634.524677,4941.711125,275.955587,2584.906001,,331.968573,49767.53619,,3844.361164,,59.178941,48.389351,45.507211,,,,,,,,21.81,,0.4086,,0.123777,,829,,,1347.1,97.978,107.333,299.456,2046.79,1429.15,62.55,69.3,662.04,5005.57,8962,855.72,209.13,2104.1,367.17,10.56
15-Sep-89,0.4483,0.7386,0.7971,0.986761,1.0691,1.2535,489.604955,531.2,309.938102,4075.610507,3414.244929,2637.236861,4904.689881,275.828815,2592.619269,,332.458256,49751.61058,,3843.130968,,59.271582,48.542385,45.668221,,,,,,,,22.1,,0.4149,,0.125746,,836.7,,,1354.4,98.037,107.148,300.876,2031.33,1429.15,63.08,69.3,660.89,5037.33,8889,854.13,209.88,2097.3,355.21,10.8
18-Sep-89,0.448,0.7402,0.798,0.990408,1.0693,1.2496,488.985058,534.7,309.295109,4086.878446,3434.1261,2637.145578,4904.744993,277.374835,2611.141784,,333.242864,49837.87776,,3893.955424,,59.234526,48.496475,45.580397,,,,,,,,22.1,,0.4134,,0.127026,,831.2,,,1348.6,98.067,106.815,304.069,2013.67,1406.43,62.58,68.5,651.14,4967.45,8349,841.43,208.48,2106.4,359.37,11.21
19-Sep-89,0.4471,0.7401,0.7952,0.988787,1.0688,1.2492,489.247555,533.86,309.161061,4064.394217,3452.389616,2638.71213,4912.547532,278.689191,2640.889977,,333.194916,49819.80442,,3863.433488,,59.234526,48.496475,45.551123,,,,,,,,21.87,,0.4078,,0.126041,,830.5,,,1347.8,97.564,105.927,306.553,2004.83,1419.05,63.04,68.1,652.86,4957.93,8446,847.25,207.98,2098.4,353.39,11.08
20-Sep-89,0.4473,0.7402,0.7997,0.995271,1.0769,1.2548,489.906629,534.77,308.799163,4077.378799,3448.52578,2638.800966,4910.469081,278.907444,2634.641101,,333.429968,49803.1539,,3866.460004,,59.234526,48.328138,45.258378,,,,,,,,22.19,,0.4177,,0.130374,,839.4,,,1362.2,97.151,105.409,309.746,2020.29,1411.48,64.26,68.6,659.74,4970.63,8478,872.65,207.12,2101.9,351.44,11.02
21-Sep-89,0.4466,0.7407,0.7977,0.992434,1.075,1.2489,497.132285,532.27,309.085908,4095.172233,3444.321963,2641.103433,4950.903569,278.895028,2623.278216,,332.541811,50183.72828,,3915.992801,,59.002924,48.098587,45.068094,,,,,,,,22.13,,0.4254,,0.131654,,839.8,,,1377.9,97.269,105.927,309.036,2042.37,1426.63,64.91,69.1,667.78,4999.22,8776,887.47,203.05,2106.4,355.6,11.24
22-Sep-89,0.4513,0.7416,0.7938,0.988179,1.0696,1.2474,493.073867,534.24,309.652756,4075.457669,3480.368578,2663.476527,4973.865771,278.805782,2621.728198,,333.252822,50206.33455,,3974.395866,,58.817642,48.037373,45.082731,,,,,,,,21.74,,0.4207,,0.130472,,840.8,,,1405.3,97.564,105.853,313.649,2033.54,1421.58,64.36,68.5,658.02,4945.22,8502,856.25,202.38,2096.2,354.43,11.33
25-Sep-89,0.4577,0.7452,0.8161,1.016546,1.1002,1.2808,492.916083,530.14,308.13501,4055.927276,3494.49002,2652.062428,4990.116384,277.891127,2619.610631,,332.225579,50463.04657,,4020.616618,,58.53972,47.716002,44.628976,,,,,,,,21.95,,0.4249,,0.130374,,849.6,,,1404,97.742,105.372,314.181,2033.54,1434.2,64.39,68.4,657.45,4951.57,8607,859.42,204.89,2080.3,358.85,11.44
26-Sep-89,0.456,0.7457,0.8196,1.020396,1.1032,1.2805,492.714318,531.89,308.841805,4014.235121,3435.911023,2669.617924,5015.504969,275.691296,2585.539019,,334.206329,51145.67326,,3999.819306,,58.58604,47.823125,44.833898,,,,,,,,22.02,,0.4254,,0.129488,,846.2,,,1398.8,98.628,106.195,314.004,2031.33,1449.35,63.86,67.2,649.99,5011.92,8768,865.77,203.49,2084.8,362.49,11.38
27-Sep-89,0.4537,0.7448,0.8241,1.025056,1.0996,1.2958,492.424596,531.43,308.357908,4004.530656,3397.698405,2683.94955,5016.487642,272.917334,2542.118615,,333.956385,51022.16641,,3979.695344,,58.576776,47.807822,44.833898,,,,,,,,22.09,,0.4317,,0.127912,,844.4,,,1393.6,98.303,106.374,311.875,2022.5,1456.93,63.6,66.9,648.27,5059.56,8752,865.77,199.39,2090.5,360.8,11.33
28-Sep-89,0.4475,0.7428,0.8245,1.025664,1.0973,1.2964,497.635485,535.46,310.253945,3935.396186,3384.0164,2685.412333,4982.264812,272.619046,2560.891557,,336.307271,51466.58932,,4041.141689,,58.4934,47.807822,44.833898,,,,,,,,22.4,,0.4339,,0.130079,,845.5,,,1397.5,98.421,106.947,313.294,2062.24,1472.08,63.93,67.8,655.15,5078.62,8558,877.95,200.23,2107.5,356.25,11.1
29-Sep-89,0.4494,0.745,0.8284,1.030122,1.1021,1.3083,497.82816,535.61,311.623984,3947.359598,3358.648409,2648.196787,4954.974231,272.340093,2548.579345,,335.939665,51373.37433,,4044.145863,,58.428551,47.807822,44.892447,,,,,,,,22.7,,0.4401,,0.130669,,843.7,,,1387,98.126,106.553,315.778,2053.41,1451.88,63.73,67.7,652.86,5183.43,8389,854.13,205.53,2110.9,352.48,11.4
02-Oct-89,0.4492,0.7448,0.8257,1.026069,1.0988,1.3038,501.411777,539.26,312.62902,3928.625667,3364.924544,2605.863181,4954.923903,270.032483,2516.726347,,338.43457,51337.56914,,4025.957569,,58.447079,47.823125,45.009545,,,,,,,,22.57,,0.4364,,0.127617,,843.9,,,1385.2,97.654,105.551,317.552,2128.48,1482.18,64.03,69.5,663.19,5170.73,8131,853.07,209.57,2096.2,356.25,11.21
03-Oct-89,0.4507,0.7462,0.8226,1.022219,1.0915,1.2891,502.641152,546.09,313.458594,3977.862796,3416.345066,2641.832779,4949.808416,273.838129,2531.118268,,341.879446,50951.85882,,4083.265973,,58.641625,48.02207,45.155917,,,,,,,,22.7,,0.4375,,0.127026,,842.3,,,1384.4,98.126,104.871,321.277,2117.44,1492.28,63.86,70.1,661.47,5202.49,8083,809.68,209.13,2092.8,355.21,11.21
04-Oct-89,0.4506,0.747,0.8255,1.025259,1.0905,1.2866,507.231791,549.13,313.396373,3965.478055,3438.461031,2645.623467,4929.803156,275.400444,2559.676223,,342.108896,50959.73423,,4093.341549,,58.706473,48.098587,45.316927,,,,,,,,22.72,,0.4324,,0.125057,,842.6,,,1391.7,98.274,105.659,317.552,2106.4,1477.13,63.54,69.9,662.04,5202.49,8195,776.34,208.37,2107.5,360.67,11.57
05-Oct-89,0.4507,0.7458,0.821,1.021612,1.0962,1.2747,508.919827,549.28,314.225136,3911.938268,3443.66131,2661.973142,4913.951127,273.61093,2590.908789,,342.582358,51145.844,,4104.933931,,58.817642,48.282227,45.638946,,,,,,,,22.51,,0.424,,0.123284,,834.4,,,1369.5,98.008,105.802,320.567,2141.73,1484.71,62.88,70,659.74,5215.19,8204,770.52,208.15,2112.1,358.46,11.35
06-Oct-89,0.4542,0.7469,0.8176,1.020396,1.0914,1.2749,514.625599,550.88,315.053356,3903.695875,3461.024344,2694.464049,4913.080704,275.36371,2608.23871,,343.839404,50678.4113,,4137.400945,,59.234526,48.618902,46.034152,,,,,,,,22.41,,0.4262,,0.123284,,835.1,,,1355.7,97.683,105.659,318.616,2106.4,1451.88,61.76,69.2,650.57,5221.54,8107,746.17,209.63,2128,355.34,10.96
09-Oct-89,0.4539,0.7475,0.8142,1.020396,1.0677,1.2696,519.669182,553,315.531847,3850.207914,3491.241782,2693.795226,4909.925899,275.010447,2610.970688,,343.732814,50903.07165,,4136.118351,,59.392015,48.83315,46.092701,,,,,,,,22.58,,0.4298,,0.123383,,833.3,,,1338.2,97.772,105.694,322.696,2077.7,1421.58,60.81,68.2,638.52,5158.02,8099,730.83,206.03,2122.3,353,11.07
10-Oct-89,0.4495,0.7454,0.8062,1.010265,1.0559,1.2581,517.993718,552.09,314.543883,3800.693983,3483.473212,2719.585531,4906.965362,274.906064,2598.268784,,342.963095,50887.2917,,4160.930107,,59.225262,48.680116,46.048789,,,,,,,,22.75,,0.4368,,0.125746,,828.3,,,1332.2,98.155,106.517,325.712,2062.24,1419.05,61.17,67.4,633.35,5167.55,8010,735.06,205,2118.9,354.17,11.03
11-Oct-89,0.4501,0.7471,0.7999,1.006415,1.0526,1.2577,515.639088,546.39,313.469259,3799.515768,3414.465597,2671.898945,4904.109962,271.110806,2568.873589,,340.93489,50675.48397,,4106.590569,,59.123357,48.511778,45.843868,,,,,,,,22.83,,0.4383,,0.124663,,830.3,,,1343.4,98.598,107.054,326.422,2077.7,1419.05,60.58,67.9,635.08,5129.44,7945,741.41,205.25,2105.3,354.43,11.04
12-Oct-89,0.4456,0.7469,0.802,1.009252,1.0556,1.259,514.272887,545.03,313.058108,3830.873883,3431.027415,2677.792153,4902.589688,268.407611,2572.604885,,340.834351,50019.83249,,4084.358817,,59.29011,48.649509,45.99024,,,,,,,,23.12,,0.4493,,0.124663,,833.3,,,1346,98.716,106.939,329.97,2075.49,1416.53,60.58,68.1,634.5,5164.37,7913,750.94,207.26,2101.9,356.38,11.15
13-Oct-89,0.4466,0.7477,0.8101,1.021004,1.0676,1.2694,492.449711,499.53,301.295273,3823.00993,3380.097551,2674.842304,4881.572422,267.693712,2565.300899,,327.357658,50465.73869,,4066.790029,,59.438336,48.894363,46.195162,,,,,,,,23.35,,0.4471,,0.126041,,833,,,1342.6,99.071,107.333,330.679,2064.45,1419.05,59.99,66.7,625.32,5164.37,8042,745.65,208.37,2096.2,343.5,11.5
16-Oct-89,0.443,0.7456,0.8226,1.032756,1.0746,1.2801,492.910806,523.15,296.756703,3701.173828,2946.004895,2505.788905,4589.036022,250.033236,2294.712132,,334.701389,49519.80703,,3801.552658,,59.419807,48.802543,46.195162,,,,,,,,23.1,,0.443,,0.125352,,841.9,,,1348.6,97.772,105.694,322.341,2088.74,1441.78,60.45,67,628.19,5215.19,7953,745.12,207.76,2098.4,342.2,11.25
17-Oct-89,0.4471,0.7465,0.8201,1.032553,1.0724,1.2707,491.246007,522.7,296.141912,3652.294769,3135.834034,2499.307727,4649.962362,252.916169,2409.909601,,332.189263,50262.1363,,3938.017356,,59.401279,48.771936,46.034152,,,,,,,,23.26,,0.4478,,0.125057,,841.9,,,1347.3,98.185,107.233,327.486,2106.4,1451.88,60.91,68.3,636.8,5205.66,8083,753.05,203.02,2103,335.96,11.36
18-Oct-89,0.4486,0.7478,0.8261,1.041468,1.0834,1.2814,496.088329,523.46,297.757379,3710.338113,3168.230002,2529.592794,4646.1082,256.637426,2421.880476,,334.281262,50406.66505,,3838.415522,,59.401279,48.710723,45.960966,,,,,,,,23.03,,0.4445,,0.122792,,844.6,,,1347.8,98.244,107.698,330.679,2106.4,1461.98,62.03,68.3,641.96,5158.02,8212,759.93,204.8,2091.6,336.74,11.49
19-Oct-89,0.4517,0.7475,0.8288,1.04086,1.0874,1.2768,506.884268,530.98,301.827443,3742.015193,3242.589828,2593.732063,4695.436717,261.978845,2491.480631,,338.269664,50773.90357,,3888.072517,,59.475392,48.848453,46.253711,,,,,,,,23.22,,0.4463,,0.12289,,840.5,,,1340.8,98.067,107.805,329.615,2150.56,1474.6,62.26,69.2,649.42,5177.08,8018,762.58,203.02,2089.4,338.56,11.49
20-Oct-89,0.448,0.7481,0.8248,1.036605,1.0827,1.2731,505.676279,532.42,301.542362,3723.421032,3236.508122,2578.085338,4709.661235,259.378788,2472.207877,,336.111701,50919.15098,,3946.107193,,59.392015,48.771936,46.165887,,,,,,,,22.92,,0.4431,,0.121512,,840.5,,,1342.6,98.067,107.412,331.744,2135.1,1461.98,62.19,68.9,647.12,5173.9,8018,773.16,204.05,2077.1,339.08,11.4
23-Oct-89,0.4492,0.7503,0.8285,1.041671,1.0919,1.2763,500.507623,528.85,299.447304,3740.378957,3233.402638,2578.973216,4714.367828,261.64475,2460.00589,,332.214396,51045.62132,,3986.067778,,59.558769,48.97088,46.400083,,,,,,,,22.47,,0.4299,,0.119444,,839.6,,,1342.1,98.539,108.056,337.776,2128.48,1472.08,61.66,69.1,645.4,5173.9,8284,771.05,204.38,2079.3,335.96,11.1
24-Oct-89,0.4449,0.7494,0.8352,1.050789,1.0959,1.2823,494.707643,526.19,295.282966,3670.209388,3198.754827,2533.023662,4673.819059,252.905716,2418.172622,,331.83909,50945.2077,,3984.540309,,59.808899,49.185128,46.663554,,,,,,,,22.43,,0.4285,,0.118262,,846.9,,,1357,98.126,107.734,338.13,2121.86,1469.55,62.09,69.2,644.25,5167.55,8179,777.93,204.69,2077.1,334.92,11.13
25-Oct-89,0.4506,0.7473,0.8351,1.049776,1.1007,1.2806,494.42305,523.38,296.008953,3690.587762,3141.973815,2523.849739,4624.280021,253.666141,2380.174749,,332.222476,50808.74327,,3946.303309,,59.781107,49.139218,46.57573,,,,,,,,22.31,,0.4277,,0.119148,,844.4,,,1347.8,98.126,107.762,339.017,2141.73,1472.08,63.27,69.6,649.99,5154.85,8058,780.04,206.34,2070.4,335.46,11.32
26-Oct-89,0.451,0.7467,0.8319,1.045723,1.0757,1.2745,485.392379,515.71,293.447985,3633.962806,3144.26677,2508.118854,4623.156752,251.338623,2399.606672,,329.872104,51131.44132,,3922.597136,,59.716258,49.047397,46.443995,,,,,,,,22.04,,0.4204,,0.119739,,851.4,,,1368,97.295,107.118,333.518,2168.22,1469.55,63.6,69.4,651.39,5056.39,7752,768.3,206.92,2069.3,335.73,11.27
27-Oct-89,0.4535,0.7474,0.8398,1.05241,1.0766,1.2799,478.203434,512.06,290.175867,3552.11568,3101.534475,2441.433798,4564.50625,245.887945,2368.969939,,329.316401,50898.90332,,3887.579963,,59.568033,48.92497,46.253711,,,,,,,,22.48,,0.4208,,0.121709,,864.6,,,1389.6,96.643,106.481,327.486,2130.69,1451.88,63.08,68.4,646.62,5059.56,7849,775.81,205.25,2067,334.12,11.33
30-Oct-89,0.4561,0.7487,0.8354,1.049371,1.0787,1.2765,478.557781,512.29,288.95635,3602.365891,3107.696481,2491.375913,4570.001243,249.278149,2379.935219,,329.606034,50725.74579,,3904.311953,,59.614353,48.97088,46.414721,,,,,,,,22.43,,0.4223,,0.120035,,863.7,,,1380,96.613,106.052,324.293,2130.69,1441.78,63.31,68.4,644.38,5040.51,7849,784.81,206.92,2060.3,334.25,11.34
31-Oct-89,0.4555,0.7484,0.8299,1.045926,1.0791,1.2685,486.164393,521.48,290.847236,3653.096484,3120.445796,2510.645126,4603.965141,250.666991,2388.497914,,332.951307,50899.07452,,3968.637188,,59.614353,48.986184,46.546456,,,,,,,,22.68,,0.431,,0.119936,,856.4,,,1363,97.414,106.517,330.679,2095.36,1436.73,62.88,68.4,642.13,5015.1,7881,791.16,209.85,2054.7,336.4,11.25
01-Nov-89,0.4559,0.7483,0.8248,1.039847,1.0747,1.2595,487.510802,521.41,291.359106,3681.728164,3126.683445,2509.816613,4602.445832,251.821522,2374.326796,,334.301363,50903.74025,,3962.070563,,59.651409,49.047397,46.707466,,,,,,,,22.83,,0.4398,,0.119542,,854.8,,,1355.2,97.384,106.338,337.776,2095.36,1449.35,62.85,68.4,647.18,5056.39,7857,768.4,211.5,2041.3,338.82,11.7
02-Nov-89,0.4539,0.7491,0.8295,1.04471,1.0711,1.2622,478.92311,515.56,290.273357,3670.286645,3091.38116,2510.464323,4596.959018,246.905213,2355.940015,,334.132939,50787.36575,,3946.46767,,59.725522,49.169825,46.751377,,,,,,,,22.76,,0.4379,,0.118065,,868.4,,,1381.8,96.939,106.195,334.582,2121.86,1467.03,63.44,69,652.8,5094.5,7761,798.04,211.66,2051.4,340.3,11.76
03-Nov-89,0.4554,0.7496,0.8287,1.043292,1.0726,1.2651,477.913937,515.56,290.420546,3701.448806,3068.954395,2492.344005,4547.399279,244.17968,2334.045674,,333.257315,50770.60592,,3985.810812,,59.521712,48.955577,46.502544,,,,,,,,22.98,,0.4379,,0.117967,,864.1,,,1374,97.414,106.045,333.163,2121.86,1469.55,63.34,68.7,655.04,5142.14,7730,792.22,210.94,2049.2,336.54,11.69
06-Nov-89,0.4576,0.7511,0.8257,1.038632,1.0773,1.259,469.31321,506.29,287.496668,3694.265766,3077.424305,2456.894155,4520.41116,241.912304,2333.416171,,331.147471,50666.7996,,4008.252166,,59.336431,48.78724,46.268348,,,,,,,,22.86,,0.4339,,0.118459,,870.5,,,1376.1,97.77,106.303,338.84,2106.4,1454.4,62.98,68.5,648.87,5164.37,7745,806.5,208.57,2054.7,330.48,11.59
07-Nov-89,0.4581,0.7509,0.8302,1.0439,1.0824,1.2669,474.523412,510.85,287.453827,3707.690226,3020.737587,2439.616077,4475.462151,241.034082,2320.547157,,332.970814,50416.23499,,3980.708238,,59.642145,49.154521,46.722103,,,,,,,,22.77,,0.4347,,0.118853,,880.9,,,1383.1,97.8,106.732,342.92,2099.78,1449.35,63.27,68.1,648.59,5145.32,7777,802.8,208.37,2067,334.79,11.91
08-Nov-89,0.4589,0.7516,0.8296,1.043292,1.0853,1.2649,480.296999,516.39,289.803685,3750.042517,3048.762094,2457.518258,4491.220945,246.712451,2371.817889,,334.065865,50864.34435,,3969.188741,,59.790371,49.276948,46.766015,,,,,,,,22.6,,0.4299,,0.117474,,886.3,,,1383.1,97.889,106.839,339.55,2101.98,1436.73,63.14,68.1,647.75,5126.26,7976,812.32,208.93,2074.8,333.58,11.95
