dates,AD,CD,SF,EC,BP,JY,ND,SP,ER,FT,DA,CF,IB,EO,SW,II,PT,NK,XP,HI,TU,FV,TY,US,BZ,BL,BN,BX,GL,CB,JB,CL,CO,HO,NG,XB,HG,GC,PA,JA,SV,FC,LC,LH,CN,OA,BO,SM,SY,WC,CC,KC,CT,LB,JO,SB
03-Jan-83,,0.6535,0.9004,1.032756,0.9655,0.9736,416.032837,282.75,,2365.168048,1976.579674,,,143.615559,,,283.272213,19082.15548,,1854.641052,,,34.115595,28.835091,,,,,,,,,,,,,,,,,,93.483,57.842,204.588,2363.31,2439.78,58.87,76.1,787.58,4074.19,,,,3731.7,,
04-Jan-83,,0.6497,0.9055,1.037619,0.963,0.9814,418.764488,289.97,,2364.387543,1969.762591,,,142.840277,,,281.38785,19087.11723,,1843.49624,,,33.977476,28.626309,,,,,,,,,,,,,,,,,,92.861,58.311,205.835,2351.2,2417.84,58.65,76.1,785.86,4083.61,,,,3821.2,,
05-Jan-83,,0.6511,0.9181,1.0439,0.9612,0.9794,417.791308,290.79,,2363.607295,1976.71919,,,147.823396,,,284.989238,19187.3022,,1863.123477,,,33.977476,28.49872,,,,,,,,,,,,,,,,,,93.725,58.953,207.261,2363.31,2454.41,58.87,76.1,788.27,4133.87,,,,3849.7,,
06-Jan-83,,0.6503,0.9128,1.040253,0.9506,0.9742,424.440005,299.24,,2463.966919,1966.033659,,,149.419205,,,293.559637,19310.27889,,1868.630576,,,33.939807,28.452324,,,,,,,,,,,,,,,,,,94.555,59.892,208.33,2375.42,2465.39,59.55,76.1,789.65,4155.86,,,,3882.3,,
07-Jan-83,,0.6516,0.9266,1.046534,0.946,0.9798,428.145623,299.54,,2463.15381,1961.232143,,,151.393347,,,297.438611,19419.90357,,1931.777167,,,33.952363,28.417527,,,,,,,,,,,,,,,,,,94.486,59.719,209.043,2402.05,2472.7,59.55,77.1,798.59,4168.42,,,,3923,,
10-Jan-83,,0.6528,0.9312,1.04775,0.9363,0.9874,434.460067,302.8,,2462.340969,1962.59025,,,153.302967,,,302.450598,19421.50611,,2043.076647,,,33.977476,28.38273,,,,,,,,,,,,,,,,,,95.522,60.361,207.617,2423.84,2501.97,60.08,78.2,809.6,4202.98,,,,3965.7,,
11-Jan-83,,0.6543,0.9211,1.036808,0.9315,0.9707,430.437264,301.07,,2461.528397,1962.927337,,,153.726315,,,299.058655,19194.02056,,2056.737691,,,34.165821,28.475522,,,,,,,,,,,,,,,,,,94.797,60.608,207.617,2426.27,2480.02,59.62,78.1,806.84,4215.54,,,,3931.1,,
12-Jan-83,,0.6545,0.9227,1.035187,0.9311,0.9733,436.927926,301.17,,2460.716093,1943.681123,,,152.60168,,,297.257706,19093.18491,,2077.349398,,,34.190934,28.568314,,,,,,,,,,,,,,,,,,94.555,60.361,206.726,2479.54,2527.57,59.51,79.8,819.23,4287.79,,,,3906.7,,
13-Jan-83,,0.6559,0.9305,1.042279,0.9335,0.9787,437.834482,301.47,,2423.134735,1909.299515,,,153.593295,,,294.663792,19227.49717,,2101.860996,,,34.241159,28.579913,,,,,,,,,,,,,,,,,,95.384,60.04,209.399,2465.01,2501.97,59.76,79.8,818.19,4344.33,,,,3921,,
14-Jan-83,,0.6542,0.9237,1.036808,0.934,0.9704,443.593953,301.27,,2422.335101,1915.239547,,,151.238394,,,295.814047,19196.15345,,2091.555507,,,34.303941,28.510319,,,,,,,,,,,,,,,,,,96.766,60.163,212.607,2474.69,2516.6,60.83,79.8,822.66,4353.76,,,,3967.8,,
17-Jan-83,,0.6534,0.9199,1.030729,0.938,0.9718,445.76493,302.29,,2421.53573,1913.764574,,,151.661795,,,296.73677,19176.05383,,2110.541376,,,34.291384,28.510319,,,,,,,,,,,,,,,,,,96.352,60.262,209.934,2489.22,2501.97,61.76,79.1,819.91,4300.36,,,,4004.4,,
18-Jan-83,,0.6519,0.911,1.017762,0.9311,0.9624,443.047847,301.98,,2420.736623,1887.256165,,,149.056713,,,296.58218,19040.54461,,2147.060358,,,34.291384,28.38273,,,,,,,,,,,,,,,,,,96.283,60.163,209.221,2477.11,2505.62,61.87,79.3,823.35,4325.49,,,,3994.2,,
19-Jan-83,,0.6529,0.8981,1.002768,0.9228,0.9461,438.16142,297.61,,2419.93778,1893.688337,,,148.818326,,,292.632223,18892.90885,,2186.474552,,,34.06537,28.057959,,,,,,,,,,,,,,,,,,94.14,58.854,206.013,2472.27,2476.36,60.83,78.2,809.6,4209.26,,,,3927.1,,
20-Jan-83,,0.6522,0.9025,1.008036,0.9346,0.9508,440.476579,300.66,,2445.964649,1883.063398,,,149.273578,,,292.847116,18779.10666,,2190.625033,,,34.015145,28.092756,,,,,,,,,,,,,,,,,,93.863,58.356,208.152,2479.54,2458.07,60.62,78.5,812.35,4187.27,,,,3937.2,,
21-Jan-83,,0.6497,0.896,0.999121,0.9294,0.9495,434.328503,292.93,,2445.157481,1878.232849,,,150.169685,,,287.485682,18929.57374,,2101.72836,,,33.651011,27.733187,,,,,,,,,,,,,,,,,,94.831,58.805,208.905,2489.22,2465.39,60.94,78.2,812.35,4187.27,,,,3898.6,,
24-Jan-83,,0.6492,0.8829,0.99446,0.9104,0.9352,418.135083,288.24,,2444.350579,1857.6613,,,145.048319,,,281.137433,18555.08523,,2119.376919,,,33.437553,27.454811,,,,,,,,,,,,,,,,,,95.799,58.588,209.658,2511.01,2461.73,61.41,79.1,823.35,4202.98,,,,3851.8,,
25-Jan-83,,0.6465,0.8981,1.008239,0.9088,0.951,424.42939,289.67,,2443.543943,1863.533051,,,147.330799,,,282.119536,18475.98747,,2140.001405,,,33.638454,27.628796,,,,,,,,,,,,,,,,,,95.661,59.166,209.846,2527.96,2450.76,61.3,78.1,817.85,4168.42,,,,3825.3,,
26-Jan-83,,0.6461,0.8949,1.004794,0.9165,0.9495,430.286032,289.46,,2442.737573,1888.533298,,,148.793265,,,280.86708,18847.14416,,2120.724198,,,33.487778,27.373618,,,,,,,,,,,,,,,,,,94.9,58.709,204.764,2549.76,2447.1,62.09,78.3,821.98,4202.98,,,,3774.5,,
27-Jan-83,,0.6477,0.8951,1.002363,0.9085,0.947,443.397498,297.91,,2423.889323,1882.550504,,,147.516808,,,285.495087,18793.13517,,2129.607758,,,33.538003,27.570801,,,,,,,,,,,,,,,,,,96.144,58.949,205.329,2581.24,2450.76,62.55,78.2,820.6,4206.12,,,,3794.8,,
28-Jan-83,,0.6471,0.897,1.003781,0.909,0.9452,446.861318,295.67,,2423.089439,1902.905243,,,151.526491,,,284.976997,18957.98619,,2165.252167,,,33.437553,27.420014,,,,,,,,,,,,,,,,,,96.006,59.238,203.823,2549.76,2428.81,61.94,78,816.13,4212.4,,,,3859.9,,
31-Jan-83,,0.6473,0.8831,0.986558,0.9013,0.9318,449.204035,299.44,,2422.28982,1921.461067,,,152.074039,,,287.171132,19161.92203,,2133.784903,,,33.261764,27.211232,,,,,,,,,,,,,,,,,,94.071,58.035,204.011,2595.76,2432.47,62.73,79.8,830.92,4316.06,,,,3961.6,,
01-Feb-83,,0.6473,0.873,0.982708,0.9007,0.9271,448.153854,291.7,,2421.490464,1917.537411,,,151.080662,,,285.325494,19160.44614,,2153.503546,,,33.311989,27.23443,,,,,,,,,,,,,,,,,,95.315,59.816,204.576,2610.29,2443.44,63.05,79.1,827.48,4347.48,,,,3859.9,,
02-Feb-83,,0.6469,0.8776,0.983114,0.898,0.9323,449.556793,293.23,,2420.691372,1908.508489,,,149.302194,,,286.784013,19160.1038,,2151.061488,,,33.311989,27.373618,,,,,,,,,,,,,,,,,,95.108,60.057,204.388,2590.92,2436.13,62.8,78.8,826.79,4341.19,,,,3851.8,,
03-Feb-83,,0.6503,0.8771,0.98514,0.9032,0.9314,453.302267,295.16,,2456.480136,1928.652228,,,150.195489,,,287.564232,18877.86583,,2134.173182,,,33.161313,27.222831,,,,,,,,,,,,,,,,,,95.246,60.009,203.635,2600.61,2377.6,62.09,78.3,819.91,4356.9,,,,3811.1,,
04-Feb-83,,0.6524,0.8748,0.985343,0.8993,0.9307,460.108815,301.98,,2455.669498,1939.902474,,,150.208741,,,289.810927,18922.07135,,2151.179985,,,33.03575,27.025648,,,,,,,,,,,,,,,,,,96.352,60.49,205.329,2600.61,2322.73,62.09,77.9,817.16,4328.63,,,,3866,,
07-Feb-83,,0.6543,0.8797,0.995879,0.9071,0.9416,459.812857,302.29,,2454.859127,1935.173224,,,151.069719,,,291.210032,18911.74162,,2139.803683,,,33.123644,27.106841,,,,,,,,,,,,,,,,,,95.937,60.466,205.893,2571.55,2348.34,61.51,77.5,809.94,4287.79,,,,3794.8,,
08-Feb-83,,0.6547,0.8772,0.995879,0.9103,0.9383,455.951208,297.3,,2454.049023,1949.03383,,,152.087052,,,293.115667,18943.95734,,2153.098575,,,33.1362,27.037247,,,,,,,,,,,,,,,,,,95.384,59.792,200.812,2566.71,2286.15,61.26,76.8,807.53,4272.09,,,,3758.2,,
09-Feb-83,,0.6536,0.8811,1.005605,0.9131,0.9466,454.504507,297.51,,2453.239187,1944.339184,,,152.444772,,,294.259043,18863.90954,,2175.915512,,,33.111088,27.037247,,,,,,,,,,,,,,,,,,96.214,60.033,201,2595.76,2311.76,61.19,76.7,806.16,4259.52,,,,3778.5,,
10-Feb-83,,0.6528,0.8797,1.00986,0.9129,0.9499,462.345334,305.14,,2521.550777,1966.392217,,,153.115912,,,298.078254,18908.71371,,2196.485259,,,33.374771,27.454811,,,,,,,,,,,,,,,,,,98.114,60.923,204.764,2644.19,2341.02,61.73,77.4,815.79,4322.35,,,,3805,,
11-Feb-83,,0.6539,0.8887,1.012494,0.9101,0.955,467.158412,302.9,,2520.718666,1982.42717,,,155.981578,,,299.360011,18902.47383,,2233.883597,,,33.500334,27.512806,,,,,,,,,,,,,,,,,,98.702,61.02,204.011,2661.14,2355.65,61.76,77.8,819.23,4306.64,,,,3727.7,,
14-Feb-83,,0.6547,0.8933,1.012899,0.9133,0.9561,471.320797,307.28,,2519.886828,1980.377287,,,155.836064,,,301.823464,19166.09083,,2233.146415,,,33.500334,27.5824,,,,,,,,,,,,,,,,,,98.287,60.995,204.67,2711.99,2362.97,62.84,78.4,826.79,4410.3,,,,3693.1,,
15-Feb-83,,0.6545,0.8928,1.014722,0.9151,0.9575,471.560816,303.92,,2519.055266,1992.350516,,,159.1063,,,303.243816,19167.77937,,2232.409477,,,33.41244,27.443212,,,,,,,,,,,,,,,,,,99.013,61.453,206.082,2700.28,2319.07,62.05,78.2,821.63,4350.62,,,,3743.9,,
16-Feb-83,,0.6543,0.894,1.018572,0.9158,0.9588,467.666649,301.68,,2518.223977,1975.060481,,,161.904488,,,303.031194,19184.99134,,2262.639853,,,33.538003,27.570801,,,,,,,,,,,,,,,,,,99.117,61.501,203.259,2674.52,2260.55,61.76,77.8,817.6,4334.91,,,,3740.1,,
17-Feb-83,,0.654,0.8931,1.01533,0.9153,0.9606,464.889016,303.21,,2473.351395,1978.661325,,,159.784194,,,301.355983,19086.47333,,2333.535138,,,33.801687,27.883974,,,,,,,,,,,,,,,,,,99.186,61.357,204.388,2697.94,2238.6,62.99,77.9,821.63,4328.63,,,,3778.4,,
18-Feb-83,,0.6539,0.887,1.014925,0.9152,0.955,470.231933,303.82,,2472.535189,2016.025371,,,159.136657,,,301.340893,18943.70611,,2371.401028,,,34.052814,28.104354,,,,,,,,,,,,,,,,,,99.462,61.357,203.823,2716.68,2245.92,63.16,78,825.66,4310.45,,,,3814.7,,
22-Feb-83,,0.6518,0.8666,1.000944,0.8985,0.9457,465.146909,297.71,,2470.903585,2019.396136,,,159.563489,,,290.182731,18624.96633,,2370.243059,,,34.303941,28.475522,,,,,,,,,,,,,,,,,,99.811,62.416,197.989,2667.5,2170.37,61.45,76.9,810.22,4174.14,,,,3734.4,,
23-Feb-83,,0.6513,0.8696,1.005199,0.9004,0.9506,470.484305,302.59,,2470.088187,2026.28389,,,159.198086,,,291.463442,18650.55105,,2374.940684,,,34.20349,28.313136,,,,,,,,,,,,,,,,,,100.788,62.603,200.247,2695.6,2187.54,61.59,76.7,807.54,4162.03,,,,3711.4,,
24-Feb-83,,0.6519,0.8693,1.003781,0.9044,0.9466,476.21279,308.9,,2422.783869,2077.502505,,,160.114746,,,299.426804,18768.08046,,2465.393179,,,34.291384,28.429126,,,,,,,,,,,,,,,,,,101.696,63.186,195.166,2714.33,2170.37,59.5,76.5,800.82,4125.68,,,,3778.4,,
25-Feb-83,,0.6525,0.8742,1.008036,0.9038,0.9515,476.091504,307.28,,2421.984351,2091.254418,,,160.249433,,,299.440285,18930.63929,,2549.114881,,,34.668075,28.803348,,,,,,,,,,,,,,,,,,101.835,63.427,197.424,2693.26,2115.42,59.04,75.4,790.08,4071.15,,,,3740.1,,
28-Feb-83,,0.6517,0.8555,0.996081,0.8945,0.932,472.169833,303.82,,2421.185096,2094.598521,,,160.102819,,,295.356416,18993.78381,,2441.293564,,,34.529955,28.709792,,,,,,,,,,,,,,,,,,99.881,61.91,193.096,2639.39,2046.74,58.38,73.1,773.97,3901.52,,,,3648.3,,
01-Mar-83,,0.6518,0.8576,0.995068,0.8897,0.9338,476.092384,310.43,,2420.531376,2049.87981,,,161.027829,,,299.765369,18761.45088,,2469.407529,,,34.730856,29.025541,,,,,,,,,,,,,,,,,,99.672,62.103,196.86,2658.13,2105.12,59.15,73.8,775.99,3937.87,,,,3638.7,,
02-Mar-83,,0.654,0.8642,1.001552,0.8949,0.9425,478.72286,310.53,,2468.266084,2104.693743,,,164.731363,,,304.05975,18813.805,,2455.672106,,,34.668075,28.885208,,,,,,,,,,,,,,,,,,100.579,62.989,198.177,2697.94,2132.59,59.88,74.3,784.71,3946.96,,,,3686.5,,
03-Mar-83,,0.6554,0.8642,1.003984,0.8992,0.946,480.133944,311.96,,2467.599652,2111.318218,,,167.090584,,,305.015114,18789.28531,,2394.38876,,,34.718778,29.025541,,,,,,,,,,,,,,,,,,100.509,63.354,195.731,2707.31,2136.03,59.91,74.6,786.73,3959.07,,,,3699.9,,
04-Mar-83,,0.6554,0.8755,1.017357,0.8961,0.9491,480.219181,313.08,,2466.9334,2122.246506,,,170.041491,,,305.269142,18806.93298,,2352.671323,,,34.59202,28.896903,,,,,,,,,,,,,,,,,,98.834,62.68,195.354,2711.99,2170.37,59.53,74.8,790.75,3992.39,,,,3688.4,,
07-Mar-83,,0.6555,0.8668,1.018167,0.8971,0.95,476.580875,312.67,,2466.267328,2180.64312,,,173.895614,,,306.391766,18863.94495,,2419.617453,,,34.262452,28.522682,,,,,,,,,,,,,,,,,,98.415,62.825,194.037,2702.63,2173.8,60.23,74.8,790.75,3965.13,,,,3682.7,,
08-Mar-83,,0.6538,0.8583,1.009454,0.8893,0.9358,469.544191,307.58,,2465.601436,2174.395028,,,172.819324,,,302.134537,18825.60995,,2421.326854,,,34.110343,28.300488,,,,,,,,,,,,,,,,,,97.822,63.017,196.389,2679.21,2122.29,59.81,74.2,784.04,3919.7,,,,3625.3,,
09-Mar-83,,0.6526,0.8607,1.010467,0.8932,0.9407,473.854503,311.04,,2464.935723,2136.945552,,,171.462953,,,304.601792,18776.57632,,2393.616765,,,34.123019,28.312182,,,,,,,,,,,,,,,,,,97.927,62.897,195.731,2690.92,2160.06,60.37,75,793.44,3980.28,,,,3546.9,,
10-Mar-83,,0.6539,0.863,1.017357,0.8974,0.9429,476.552661,306.49,,2500.572632,2182.069549,,,174.315941,,,305.919631,18816.96949,,2441.415289,,,34.021613,28.160155,,,,,,,,,,,,,,,,,,98.241,62.464,193.66,2658.13,2160.06,59.53,74.9,788.4,3992.39,,,,3577.5,,
11-Mar-83,,0.6539,0.8565,1.015533,0.8911,0.9365,476.960449,307.1,,2499.897477,2173.466621,,,172.398867,,,304.717268,18937.99732,,2462.193994,,,33.970911,28.04321,,,,,,,,,,,,,,,,,,98.834,63.253,190.273,2648.76,2149.76,59.43,74.5,784.04,3959.07,,,,3527.7,,
14-Mar-83,,0.6549,0.8673,1.025664,0.9044,0.9507,471.897596,307.81,,2499.222505,2166.186113,,,173.100119,,,302.871844,18950.67042,,2460.504082,,,34.211749,28.265404,,,,,,,,,,,,,,,,,,99.183,63.595,190.273,2690.92,2184.1,60.54,75,793.77,4001.48,,,,3552.6,,
15-Mar-83,,0.6551,0.8626,1.017357,0.8982,0.9414,471.948906,308.01,,2498.547715,2158.181253,,,171.994285,,,302.118574,18998.96871,,2441.106576,,,34.32583,28.440821,,,,,,,,,,,,,,,,,,98.485,63.162,190.837,2688.57,2166.93,59.88,74.6,788.74,4010.57,,,,3543.1,,
16-Mar-83,,0.6561,0.8631,1.021004,0.8978,0.9423,473.822626,301.34,,2497.873107,2195.243055,,,173.847475,,,300.106979,19130.38523,,2439.399087,,,34.199073,28.265404,,,,,,,,,,,,,,,,,,98.834,63.812,190.837,2735.41,2218.44,60.58,75.9,801.16,4065.09,,,,3575.6,,
17-Mar-83,,0.6552,0.8572,1.014115,0.894,0.9303,472.944466,301.64,,2476.562016,2200.714833,,,173.73827,,,297.173647,19183.78102,,2398.697973,,,34.148371,28.183543,,,,,,,,,,,,,,,,,,98.625,63.908,190.837,2765.86,2249.35,61,77.2,813.58,4152.94,,,,3621.5,,
18-Mar-83,,0.6547,0.8579,1.019788,0.8854,0.9312,474.531114,303.97,,2475.893344,2185.846932,,,174.438354,,,296.674069,19271.6745,,2360.090666,,,34.199073,28.300488,,,,,,,,,,,,,,,,,,98.974,64.385,192.604,2770.54,2245.92,61.21,77.6,817.27,4234.72,,,,3667.4,,
21-Mar-83,,0.6555,0.8476,1.004389,0.8782,0.9261,476.795284,307.71,,2475.224853,2179.022362,,,172.773205,,,296.314481,19266.47115,,2273.24628,,,34.110343,28.277099,,,,,,,,,,,,,,,,,,97.927,64.63,194.018,2810.36,2280.26,62.04,78.2,822.3,4289.25,,,,3596.6,,
22-Mar-83,,0.6556,0.8513,1.005605,0.8768,0.9345,479.236682,305.59,,2474.556542,2221.266549,,,175.868453,,,295.815361,19370.50569,,2335.324033,,,34.084992,28.265404,,,,,,,,,,,,,,,,,,96.182,64.341,188.54,2817.38,2239.05,61.24,78.1,820.96,4295.31,,,,3583.2,,
23-Mar-83,,0.6535,0.8499,1.002363,0.8712,0.9409,481.926538,312.66,,2473.888412,2222.951526,,,176.753957,,,296.657295,19434.34585,,2328.816222,,,34.275128,28.639626,,,,,,,,,,,,,,,,,,95.274,64.991,184.741,2894.67,2287.13,63.09,81.3,851.17,4443.73,,,,3621.5,,
24-Mar-83,,0.6533,0.8516,1.001755,0.87,0.9414,483.223502,313.06,,2466.536535,2262.323135,,,182.022844,,,297.973494,19496.81732,,2373.075756,,,34.32583,28.616237,,,,,,,,,,,,,,,,,,95.559,65.424,184.299,2864.22,2259.65,63.09,81.3,851.84,4434.65,,,,3558.4,,
25-Mar-83,,0.6526,0.848,0.999729,0.868,0.9383,484.305727,309.43,,2465.87057,2278.319562,,,184.118434,,,297.92096,19404.33265,,2337.903724,,,34.135695,28.370654,,,,,,,,,,,,,,,,,,95.631,66.074,184.476,2850.17,2228.75,62.25,80.2,841.77,4364.98,,,,3539.2,,
28-Mar-83,,0.6518,0.8475,1.000134,0.8666,0.9314,480.644832,309.63,,2465.204785,2261.62045,,,184.472695,,,297.114838,19598.07344,,2319.607388,,,34.148371,28.382349,,,,,,,,,,,,,,,,,,95.417,66.339,180.765,2913.4,2266.52,62.81,81.2,855.2,4331.66,,,,3531.6,,
29-Mar-83,,0.6519,0.8462,0.9975,0.8663,0.9309,480.336817,307.71,,2464.53918,2205.647607,,,183.335561,,,297.955427,19677.40879,,2327.680513,,,34.224425,28.534376,,,,,,,,,,,,,,,,,,96.058,66.676,182.356,2939.16,2273.39,63.16,81.8,856.54,4352.86,,,,3539.2,,
30-Mar-83,,0.6518,0.8459,0.99831,0.8754,0.9312,485.766745,312.36,,2463.873754,2246.916589,,,182.416435,,,300.999313,19724.60554,,2334.133267,,,34.275128,28.54607,,,,,,,,,,,,,,,,,,96.201,67.105,184.034,2911.06,2190.97,62.99,80.4,845.8,4337.72,,,,3543.1,,
31-Mar-83,,0.6482,0.8468,0.997905,0.8834,0.9334,483.747247,307.2,,2449.58058,2285.32933,,,186.993574,,,302.7029,19794.21678,,2365.502537,,,34.199073,28.417432,,,,,,,,,,,,,,,,,,96.272,67.808,184.299,2932.14,2204.71,64.56,81.1,855.87,4368.01,,,,3531.6,,
04-Apr-83,,0.6487,0.8534,1.003173,0.8875,0.9345,477.811463,309.53,,2448.013098,2283.866952,,,186.873917,,,302.397709,19798.16924,,2363.988856,,,34.287803,28.522682,,,,,,,,,,,,,,,,,,94.989,67.446,184.829,2962.58,2259.65,65.6,81.4,863.25,4392.24,,,,3523.9,,
05-Apr-83,,0.6499,0.8609,1.005605,0.8986,0.9409,476.433948,306.6,,2447.156293,2299.469231,,,186.126037,,,301.818198,19638.46924,,2363.16146,,,34.566669,28.896903,,,,,,,,,,,,,,,,,,96.129,68.106,186.42,2932.14,2273.39,65.53,80.7,857.21,4389.21,,,,3516.3,,
06-Apr-83,,0.649,0.8619,1.002363,0.9037,0.9403,468.43872,305.99,,2446.299788,2327.072528,,,186.153925,,,301.266909,19769.33938,,2368.194745,,,34.604696,28.943681,,,,,,,,,,,,,,,,,,96.557,68.421,186.066,2901.69,2290.56,65.46,80.3,854.52,4346.8,,,,3510.5,,
07-Apr-83,,0.6498,0.8593,1.001957,0.8987,0.938,468.09691,306.6,,2536.242679,2321.220203,,,185.375775,,,302.163833,19676.27285,,2404.555699,,,34.50329,28.86182,,,,,,,,,,,,,,,,,,95.631,68.033,188.01,2911.06,2318.03,66.27,81,863.92,4410.41,,,,3552.6,,
08-Apr-83,,0.6503,0.8546,0.998715,0.9005,0.932,470.279961,307,,2535.354994,2307.576113,,,185.682761,,,302.781754,19652.88526,,2451.157466,,,34.439912,28.803348,,,,,,,,,,,,,,,,,,97.27,68.13,188.982,2946.19,2328.34,67.17,81.4,871.31,4407.39,,,,3564.1,,
11-Apr-83,,0.6507,0.8577,0.998513,0.9116,0.938,476.193812,313.67,,2534.46762,2292.148273,,,188.653626,,,305.513838,19738.78014,,2468.526159,,,34.693426,29.107402,,,,,,,,,,,,,,,,,,97.483,68.47,186.596,2912.68,2287.13,66.46,81.2,864.1,4307.35,,,,3625.3,,
12-Apr-83,,0.6513,0.8598,0.996689,0.9201,0.9345,478.336867,314.58,,2533.580556,2284.417665,,,191.034025,,,306.853259,19716.59328,,2492.635075,,,34.655399,29.04893,,,,,,,,,,,,,,,,,,96.771,68.324,188.01,2912.68,2318.03,66.15,79.9,856.24,4254.39,,,,3573.7,,
13-Apr-83,,0.6501,0.8562,0.992232,0.919,0.9369,484.066072,315.99,,2532.693803,2262.289031,,,187.128527,,,309.915603,19737.18841,,2501.331491,,,34.756805,29.177569,,,,,,,,,,,,,,,,,,97.056,68.858,186.066,2941.4,2283.69,66.46,80.4,859.51,4257.33,,,,3625.3,,
14-Apr-83,,0.6505,0.8598,0.993245,0.9178,0.9365,488.40636,320.04,,2640.743407,2300.730264,,,184.030356,,,315.505132,19901.97106,,2526.311294,,,35.022995,29.434846,,,,,,,,,,,,,,,,,,96.201,68.349,181.472,2900.72,2276.82,64.99,79.4,845.76,4263.22,,,,3667.4,,
15-Apr-83,,0.6488,0.8619,0.992232,0.9221,0.9385,493.20503,319.63,,2639.819147,2332.808817,,,186.904739,,,318.117691,19890.2359,,2524.906371,,,34.959616,29.329596,,,,,,,,,,,,,,,,,,96.628,67.573,177.938,2867.21,2239.05,64.85,78.5,838.55,4230.85,,,,3655,,
18-Apr-83,,0.6481,0.8501,0.982506,0.9304,0.9365,495.800233,321.45,,2638.89521,2347.172182,,,186.963018,,,320.811718,19953.90753,,2462.103131,,,35.048346,29.469929,,,,,,,,,,,,,,,,,,95.951,66.796,178.026,2888.75,2245.92,65.09,78.8,840.52,4195.55,,,,3709.9,,
19-Apr-83,,0.6482,0.8518,0.984937,0.9247,0.9398,493.746656,319.13,,2637.971597,2378.145009,,,182.229688,,,319.477717,19852.36816,,2466.468489,,,34.744129,29.072319,,,,,,,,,,,,,,,,,,96.201,65.487,178.822,2900.72,2252.79,65.23,79.1,843.14,4148.47,,,,3632,,
20-Apr-83,,0.6509,0.8506,0.986153,0.9236,0.9414,501.765131,323.77,,2637.048307,2356.433331,,,179.1066,,,326.194008,19897.99158,,2388.030088,,,34.794832,29.107402,,,,,,,,,,,,,,,,,,95.631,65.729,178.822,2888.75,2245.92,64.89,78.8,839.86,4154.36,,,,3624.9,,
21-Apr-83,,0.6528,0.8511,0.984735,0.9213,0.9431,505.098857,322.87,,2612.881682,2401.066114,,,179.847081,,,324.331777,19841.26186,,2366.182582,,,34.642723,28.931986,,,,,,,,,,,,,,,,,,93.421,64.856,176.878,2862.42,2177.23,65.23,79,843.14,4174.95,,,,3621.4,,
22-Apr-83,,0.6549,0.8523,0.987166,0.921,0.9414,505.98514,323.07,,2611.967174,2405.863015,,,179.259169,,,327.047462,19880.90678,,2377.285981,,,34.642723,29.002153,,,,,,,,,,,,,,,,,,92.709,64.468,174.581,2907.9,2232.18,67.31,81.1,867.38,4242.62,,,,3623.2,,
25-Apr-83,,0.6548,0.8539,0.988787,0.9343,0.9427,498.652556,319.43,,2611.052985,2425.088147,,,181.604249,,,325.019788,19950.49457,,2458.03268,,,34.718778,29.037236,,,,,,,,,,,,,,,,,,93.778,64.88,177.585,2886.36,2162.32,66.8,80.7,864.1,4230.85,,,,3662.1,,
26-Apr-83,,0.6535,0.8543,0.987166,0.935,0.9396,502.550251,327.61,,2610.139117,2407.408018,,,179.442287,,,326.042464,19969.92351,,2426.997973,,,34.832859,29.15418,,,,,,,,,,,,,,,,,,94.419,65.584,177.938,2905.5,2178.95,67.55,80.9,866.07,4263.22,,,,3623.2,,
27-Apr-83,,0.6533,0.8501,0.981898,0.9335,0.9392,501.949578,327.41,,2609.225568,2437.125875,,,179.502874,,,325.678976,20026.31832,,2439.058966,,,35.010319,29.352985,,,,,,,,,,,,,,,,,,93.386,64.662,174.404,2872,2105.77,67.04,79.7,850.34,4274.99,,,,3609,,
28-Apr-83,,0.6542,0.849,0.981493,0.9288,0.9356,505.807893,329.94,,2630.410375,2425.803537,,,176.294661,,,326.368244,20023.4142,,2388.30387,,,35.022995,29.423152,,,,,,,,,,,,,,,,,,93.778,64.274,174.051,2860.03,2115.75,67.48,79.8,854.6,4251.45,,,,3695.7,,
29-Apr-83,,0.6547,0.8494,0.98048,0.9316,0.936,511.219898,332.16,,2629.489731,2425.091761,,,176.263784,,,326.669348,20016.40601,,2403.55336,,,35.099049,29.540096,,,,,,,,,,,,,,,,,,93.065,63.934,174.404,2891.14,2139.03,67.89,80.2,861.15,4254.39,,,,3738.2,,
02-May-83,,0.655,0.8471,0.980682,0.9366,0.9358,504.473973,329.64,,2628.622,2408.958647,,,175.219526,,,324.015065,20167.00587,,2343.816626,,,35.086373,29.516707,,,,,,,,,,,,,,,,,,92.355,63.28,170.517,2905.5,2135.71,67.55,79.8,855.91,4260.28,,,,3734.7,,
03-May-83,,0.6536,0.8499,0.984329,0.9434,0.9389,501.302782,329.84,,2627.754554,2361.700402,,,173.529032,,,322.939692,20160.35076,,2363.595726,,,35.149752,29.55179,,,,,,,,,,,,,,,,,,93.349,63.304,174.227,2883.96,2125.73,67.28,79.1,847.07,4272.05,,,,3770.1,,
04-May-83,,0.6544,0.8513,0.986963,0.9401,0.944,509.088369,332.06,,2626.887395,2375.592329,,,173.471768,,,326.512007,20057.92657,,2323.91531,,,35.377915,29.832456,,,,,,,,,,,,,,,,,,92.568,63.134,174.581,2888.75,2152.34,67.21,78.9,847.07,4310.29,,,,3814.3,,
